os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
Windows,8.9,1,0,32.2,1,0,0,1.52,Low
Windows,230.1,0,1,133.6,0,0,2,8.11,High
macOS,53.8,0,1,58.3,1,1,3,4.76,Medium
Windows,151.3,0,1,73.4,1,0,5,7.94,High
macOS,141.9,1,1,18.8,1,1,0,4.21,Medium
Linux,50.4,0,0,123.9,1,1,1,7.04,High
Windows,89.7,1,0,33.6,1,0,2,4.21,Medium
macOS,270.4,0,1,32.5,0,0,1,8.27,High
macOS,112.4,1,1,22.9,1,0,0,1.96,Low
Windows,176.5,0,0,58.8,0,0,0,9.95,High
Windows,29.1,1,1,88.6,1,0,0,1.26,Low
macOS,222.2,1,0,70.7,0,1,1,8.17,High
Linux,68.8,0,1,208.4,0,1,3,8.11,High
macOS,141.7,0,0,78.5,1,1,1,9.29,High
Linux,133.8,0,1,22.1,1,1,2,6.09,Medium
Linux,44.4,1,1,103.1,1,0,1,2.22,Low
Windows,106.0,1,1,79.7,0,1,3,7.03,High
macOS,168.0,1,1,161.4,0,0,1,4.9,Medium
Windows,103.7,1,0,169.4,1,1,2,4.61,Medium
Linux,88.3,1,0,15.6,1,1,1,3.93,Low
Windows,88.0,1,1,27.4,0,1,0,5.0,Medium
Windows,167.4,1,1,24.3,1,1,2,4.81,Medium
Linux,122.0,0,1,34.5,0,1,2,8.42,High
Windows,259.1,0,1,70.2,1,0,2,7.23,High
macOS,199.9,0,0,149.9,1,1,2,9.91,High
Windows,59.8,0,1,7.8,1,1,0,4.02,Medium
Linux,283.5,1,1,8.6,1,0,1,3.29,Low
Linux,59.6,1,0,20.9,1,0,2,3.85,Low
Windows,268.0,1,1,72.1,1,0,2,4.65,Medium
macOS,205.6,1,1,43.1,0,1,1,6.96,Medium
Windows,30.0,1,1,95.4,1,1,1,1.74,Low
macOS,70.7,1,1,137.8,1,0,3,2.86,Low
macOS,17.4,1,1,42.0,1,0,0,1.07,Low
macOS,72.0,1,0,32.4,1,1,1,3.21,Low
Windows,113.5,1,0,66.1,1,0,2,4.31,Medium
Windows,90.8,0,1,22.6,1,1,1,4.95,Medium
macOS,8.7,1,1,26.3,1,0,4,0.47,Low
macOS,108.8,1,0,93.9,0,0,0,4.72,Medium
Windows,18.9,1,0,13.8,1,0,1,2.52,Low
Windows,147.5,1,1,26.1,1,1,0,3.15,Low
Windows,167.9,0,0,28.2,0,1,2,10.0,High
Linux,212.7,0,0,69.1,1,0,4,10.0,High
Windows,245.0,1,0,72.8,0,0,2,7.49,High
Windows,52.3,0,1,45.5,0,1,0,6.37,Medium
Linux,38.5,0,1,59.7,1,0,0,3.5,Low
Windows,142.4,0,0,155.7,1,1,4,10.0,High
macOS,146.3,0,1,112.0,1,0,1,5.59,Medium
Windows,109.3,1,1,35.1,1,1,1,2.99,Low
Linux,105.8,0,0,52.6,1,1,3,10.0,High
macOS,221.4,1,0,42.9,0,1,1,7.68,High
Linux,20.4,1,1,35.0,1,1,1,0.95,Low
Windows,84.3,0,1,20.7,1,0,3,4.93,Medium
Windows,153.3,1,1,125.2,1,1,0,4.65,Medium
macOS,59.4,1,1,4.6,1,0,1,0.58,Low
Windows,211.1,1,1,101.2,1,0,2,3.96,Low
Windows,76.1,0,1,21.6,1,1,1,4.8,Medium
Windows,152.1,1,0,130.1,0,0,3,6.93,Medium
Linux,118.3,1,1,27.1,1,1,1,3.14,Low
macOS,128.9,0,0,108.9,0,1,1,10.0,High
macOS,49.9,1,0,57.5,0,1,0,5.14,Medium
macOS,266.7,0,1,138.5,1,0,3,8.38,High
Windows,7.5,1,1,3.6,1,1,0,0.9,Low
Windows,33.3,1,0,29.8,1,0,2,2.27,Low
Windows,84.5,1,1,110.4,1,0,0,1.98,Low
macOS,77.2,0,1,74.4,1,0,2,5.47,Medium
Windows,40.5,1,1,8.5,1,0,1,1.07,Low
Linux,203.7,1,1,16.3,1,0,2,3.93,Low
macOS,262.6,0,1,22.8,1,1,1,6.63,Medium
Windows,91.8,1,0,111.3,0,0,1,4.78,Medium
macOS,84.5,1,0,46.0,1,0,2,3.58,Low
Windows,110.7,1,1,89.4,1,0,3,4.12,Medium
Linux,69.8,0,1,27.1,1,0,2,4.6,Medium
Linux,72.2,0,0,26.2,0,0,2,8.08,High
Linux,180.5,1,0,54.5,1,0,4,7.63,High
Windows,20.5,0,1,95.2,0,1,1,6.91,Medium
Windows,161.3,1,0,31.3,0,0,1,6.18,Medium
Windows,27.3,1,1,37.2,1,0,2,1.02,Low
Windows,45.9,1,1,32.5,1,1,0,2.25,Low
Windows,22.0,1,1,5.9,0,1,0,3.09,Low
Windows,36.6,1,0,54.0,1,1,0,2.99,Low
Linux,201.6,1,1,55.1,1,0,0,3.76,Low
Windows,118.7,1,1,34.2,1,0,0,1.86,Low
Windows,190.8,1,0,146.2,1,1,0,5.92,Medium
macOS,101.8,0,1,14.1,0,1,2,7.85,High
macOS,153.9,1,1,16.1,0,1,0,5.62,Medium
macOS,67.0,1,1,332.5,0,1,1,5.88,Medium
macOS,289.6,1,1,37.8,1,1,1,4.46,Medium
Linux,152.6,1,1,53.8,0,1,2,7.2,High
macOS,187.9,1,0,28.1,0,1,1,7.15,High
Windows,58.8,1,1,124.8,1,1,0,2.31,Low
macOS,57.9,0,1,99.2,1,0,1,4.41,Medium
Windows,63.1,0,0,16.2,0,1,4,9.73,High
Windows,128.6,1,1,145.1,1,0,0,2.83,Low
Windows,44.9,1,1,159.6,0,0,4,3.96,Low
Windows,155.2,1,0,122.5,1,1,3,6.49,Medium
macOS,190.3,1,1,26.2,0,0,5,7.01,High
Windows,108.0,0,1,132.7,1,0,2,5.42,Medium
Windows,41.7,1,1,74.8,1,1,1,2.75,Low
Windows,180.6,0,1,198.2,1,0,2,6.4,Medium
macOS,83.9,0,1,182.8,1,0,2,5.21,Medium
Windows,42.0,0,0,30.7,1,0,0,5.97,Medium
macOS,44.0,1,0,59.8,0,0,0,3.57,Low
Linux,69.9,1,1,22.5,1,0,2,1.11,Low
Windows,45.8,1,1,12.6,1,1,4,2.29,Low
macOS,210.7,0,0,77.0,1,0,2,8.75,High
Windows,19.2,1,1,28.1,1,0,2,1.27,Low
Windows,146.5,1,1,125.5,1,0,0,4.73,Medium
macOS,209.5,0,0,30.9,0,0,0,10.0,High
Linux,186.1,1,1,46.3,1,1,1,4.78,Medium
Windows,52.9,1,0,42.5,1,0,1,2.43,Low
macOS,92.2,1,1,29.5,0,1,3,6.65,Medium
Windows,187.1,0,1,95.5,1,1,0,6.95,Medium
macOS,160.0,1,1,47.2,1,0,2,3.62,Low
macOS,213.7,0,1,22.5,0,1,3,10.0,High
macOS,307.5,0,0,230.8,0,1,2,10.0,High
macOS,156.4,1,0,76.7,0,0,1,5.71,Medium
Windows,113.4,0,1,23.4,0,1,1,7.39,High
macOS,138.6,1,0,37.6,1,0,2,4.99,Medium
macOS,100.7,0,0,28.1,1,1,0,8.3,High
macOS,81.2,1,0,94.2,1,0,2,3.07,Low
Windows,50.0,1,0,11.9,1,0,2,3.31,Low
Windows,103.1,0,0,71.3,0,1,5,10.0,High
Windows,40.1,1,0,29.9,1,0,0,1.93,Low
Windows,379.7,0,0,102.2,0,1,1,10.0,High
Windows,230.5,0,1,23.2,0,1,2,8.95,High
Windows,89.2,1,1,27.8,1,1,1,2.7,Low
macOS,69.1,1,0,4.8,0,0,0,3.73,Low
Windows,39.6,1,0,99.5,0,0,3,4.13,Medium
macOS,64.8,1,1,100.2,1,0,1,1.87,Low
Windows,116.8,1,0,107.3,0,1,4,8.47,High
macOS,36.9,0,1,10.8,1,0,2,3.66,Low
Windows,51.7,1,1,35.3,1,0,0,2.0,Low
Windows,83.7,1,1,18.7,1,1,0,1.57,Low
macOS,169.3,0,1,106.1,1,1,8,9.36,High
Linux,183.3,1,1,24.7,1,0,0,4.02,Medium
Windows,157.1,0,0,120.7,1,0,1,8.18,High
Windows,43.3,1,0,88.7,1,1,1,2.92,Low
macOS,412.6,0,0,72.7,1,1,0,9.23,High
macOS,153.3,1,0,46.7,1,1,2,5.63,Medium
Windows,179.6,1,0,30.9,1,1,3,6.17,Medium
Windows,49.6,0,1,114.3,0,0,2,5.8,Medium
Windows,85.4,0,0,57.4,1,1,4,8.39,High
Linux,91.4,1,1,118.8,0,0,3,5.65,Medium
Windows,83.3,1,1,31.2,1,1,0,2.46,Low
Windows,120.3,1,0,22.0,1,1,2,3.99,Low
Linux,104.7,1,1,29.7,1,1,2,3.01,Low
Windows,106.0,1,1,41.2,1,0,2,2.75,Low
Windows,66.6,0,1,31.7,1,1,4,5.0,Medium
Windows,73.2,0,0,76.9,0,0,2,8.94,High
Windows,64.9,1,0,31.4,1,1,2,3.5,Low
Windows,40.7,1,0,66.0,1,1,4,3.28,Low
Windows,120.3,1,1,41.2,0,1,3,8.04,High
macOS,143.4,0,1,124.5,0,1,4,10.0,High
macOS,233.2,0,1,174.3,1,1,1,7.26,High
Windows,103.9,1,0,52.2,1,0,0,3.39,Low
macOS,119.7,0,0,9.7,1,1,3,9.46,High
Windows,30.6,0,1,18.1,1,0,0,2.88,Low
Linux,60.4,1,1,62.3,1,1,1,2.2,Low
Windows,214.1,1,0,375.2,1,1,2,5.57,Medium
macOS,72.9,0,1,26.8,1,0,5,4.49,Medium
Windows,136.9,1,1,15.0,0,1,2,6.22,Medium
macOS,82.4,0,0,42.3,0,0,1,8.2,High
Windows,284.1,0,1,40.4,1,1,1,7.25,High
macOS,254.5,0,0,115.9,0,1,2,10.0,High
Windows,127.0,1,1,18.7,0,0,1,4.29,Medium
Linux,37.7,1,1,21.6,1,1,2,1.33,Low
Windows,104.4,1,1,20.7,1,0,1,2.11,Low
macOS,83.3,1,0,77.1,1,1,3,3.97,Low
macOS,77.4,1,1,32.2,1,0,1,2.16,Low
Linux,106.1,1,0,36.0,1,1,2,3.88,Low
Windows,314.8,1,1,108.7,0,1,4,9.38,High
Windows,21.5,0,1,2.7,1,0,1,3.01,Low
Windows,126.8,0,1,107.3,0,0,0,6.93,Medium
Windows,226.7,0,1,29.0,0,1,1,8.45,High
macOS,48.8,1,1,58.4,1,1,2,2.77,Low
Linux,88.3,1,1,32.0,0,0,1,4.09,Medium
Linux,127.3,1,0,93.1,0,0,6,6.99,Medium
Windows,121.5,0,1,33.8,1,0,0,4.82,Medium
macOS,96.1,1,1,111.3,0,1,1,5.5,Medium
Linux,113.6,0,0,158.5,1,0,2,7.69,High
Linux,167.0,0,0,72.5,1,0,0,7.99,High
Windows,113.5,1,1,90.1,1,1,3,5.28,Medium
Windows,85.3,0,0,7.2,0,0,2,9.18,High
macOS,83.3,0,1,24.0,1,0,3,4.81,Medium
Windows,88.7,1,1,75.7,0,1,1,5.11,Medium
Windows,81.2,0,1,52.5,0,1,3,7.58,High
Linux,72.8,1,1,31.1,1,0,2,3.13,Low
Linux,184.4,1,1,79.9,1,0,1,4.12,Medium
Linux,146.6,0,1,60.2,0,0,0,7.51,High
macOS,94.5,1,0,187.0,1,0,1,2.81,Low
Windows,177.2,1,0,86.3,1,1,1,5.15,Medium
Windows,88.6,1,0,65.7,0,1,3,7.01,High
Windows,145.3,1,0,132.7,0,0,5,7.33,High
macOS,269.1,1,0,74.3,0,0,1,6.07,Medium
Windows,149.6,1,1,15.6,1,0,3,4.74,Medium
macOS,20.4,1,1,15.6,1,0,0,0.33,Low
Windows,29.1,1,0,154.5,0,1,1,5.33,Medium
macOS,83.7,0,1,39.2,1,0,2,4.61,Medium
Windows,91.9,0,0,81.6,0,1,2,10.0,High
Windows,149.2,1,1,219.7,1,1,2,4.71,Medium
Windows,95.7,1,0,71.7,0,1,0,5.92,Medium
Windows,50.3,1,0,62.9,1,1,1,2.69,Low
Linux,56.6,0,1,31.3,1,0,2,4.1,Medium
Windows,166.9,0,0,65.8,0,0,2,9.77,High
Windows,66.7,1,1,44.2,1,0,0,1.65,Low
macOS,131.7,1,1,147.3,1,1,2,4.14,Medium
macOS,55.0,1,0,44.2,0,0,2,4.38,Medium
Windows,180.5,1,1,75.4,1,1,3,6.66,Medium
Windows,62.2,1,1,33.8,0,0,4,3.5,Low
Windows,61.0,1,1,5.7,1,0,1,1.36,Low
macOS,49.7,1,0,8.3,1,1,3,4.13,Medium
Windows,104.6,1,1,56.0,1,0,2,3.23,Low
Windows,49.4,0,1,23.6,0,0,4,6.21,Medium
Windows,140.4,0,1,85.0,1,0,3,7.47,High
macOS,40.9,1,1,24.3,1,0,0,1.41,Low
Windows,151.4,1,0,203.7,0,1,4,8.92,High
macOS,82.5,0,0,34.3,1,0,1,6.5,Medium
Windows,100.4,1,1,68.2,0,1,2,6.14,Medium
macOS,140.4,1,1,81.3,0,0,2,5.34,Medium
Windows,50.5,1,1,40.6,0,1,4,5.12,Medium
Windows,106.3,1,1,80.3,0,1,4,7.11,High
Windows,89.8,1,0,35.7,0,0,4,6.02,Medium
macOS,42.9,0,1,56.8,1,0,1,4.53,Medium
Linux,101.9,1,0,66.2,1,1,2,4.06,Medium
Windows,111.4,1,0,120.5,1,0,0,4.15,Medium
Windows,31.8,0,1,30.0,1,1,2,4.86,Medium
Linux,160.9,0,1,24.8,1,0,5,7.65,High
Windows,155.5,0,0,118.6,0,1,0,10.0,High
Windows,154.6,0,0,89.7,1,1,9,10.0,High
Windows,130.0,1,1,63.8,1,0,0,3.13,Low
macOS,65.2,1,1,37.0,1,1,2,3.69,Low
macOS,120.1,0,1,71.2,1,0,1,5.22,Medium
macOS,78.5,1,0,18.5,1,1,3,4.72,Medium
Linux,197.3,0,1,45.9,0,1,0,8.93,High
Windows,189.5,0,0,12.1,0,0,1,10.0,High
Windows,159.5,1,1,9.6,1,1,0,3.14,Low
Windows,42.7,1,1,19.1,1,0,0,1.09,Low
Windows,59.6,1,1,27.9,1,1,0,1.63,Low
Windows,8.8,1,1,22.7,0,0,1,2.0,Low
Windows,74.3,1,1,115.3,0,1,3,5.12,Medium
Windows,289.0,1,0,121.3,1,0,2,4.4,Medium
macOS,128.9,1,0,44.3,0,1,3,8.3,High
Windows,144.4,0,0,30.3,1,0,0,8.49,High
Windows,258.5,1,0,32.1,0,0,0,6.3,Medium
macOS,58.5,1,1,42.2,1,0,1,1.8,Low
macOS,108.0,1,1,49.6,1,0,2,4.11,Medium
macOS,173.5,0,1,151.7,1,1,4,7.85,High
macOS,135.4,0,1,168.1,0,1,3,10.0,High
macOS,149.6,0,0,32.2,1,1,1,8.41,High
Windows,120.1,1,1,28.8,0,1,2,5.78,Medium
Windows,82.8,0,1,69.8,0,0,1,6.06,Medium
macOS,119.8,1,0,109.1,1,1,3,5.66,Medium
Windows,80.0,1,1,46.8,1,0,1,2.43,Low
Windows,97.2,0,1,19.6,1,0,0,4.34,Medium
Windows,300.1,0,1,104.5,0,1,1,9.2,High
Windows,164.5,1,1,35.8,0,1,2,6.12,Medium
Windows,121.2,0,1,90.1,0,1,4,10.0,High
Windows,54.8,1,1,5.2,0,0,0,2.35,Low
macOS,37.4,1,1,3.8,1,0,0,0.23,Low
Linux,56.9,1,0,11.9,1,0,1,2.13,Low
Windows,69.2,1,1,22.5,1,0,2,2.07,Low
Linux,230.0,1,1,91.7,1,0,1,4.17,Medium
Windows,105.3,1,1,82.0,1,1,3,5.04,Medium
Linux,26.1,1,0,16.2,0,1,1,6.07,Medium
Linux,124.5,0,0,22.4,1,1,0,8.43,High
Windows,75.6,1,1,94.0,0,1,4,5.83,Medium
macOS,14.9,1,1,24.8,1,1,1,0.66,Low
Linux,163.5,1,0,127.8,1,1,1,5.85,Medium
Linux,358.4,1,0,121.2,0,1,2,8.03,High
Linux,247.9,0,0,24.0,1,1,3,10.0,High
macOS,255.2,1,0,51.6,0,1,1,7.47,High
Windows,28.8,1,1,4.9,1,1,1,0.77,Low
macOS,224.7,0,1,6.4,0,0,2,8.07,High
macOS,25.0,1,1,12.0,1,0,0,0.72,Low
macOS,37.6,1,0,46.1,1,0,1,2.96,Low
Windows,20.7,1,0,67.8,0,1,3,4.88,Medium
macOS,141.1,0,1,106.6,1,0,3,7.01,High
Windows,248.5,0,1,43.3,1,0,0,5.84,Medium
macOS,219.6,0,0,21.8,1,1,2,8.39,High
Windows,69.5,1,1,34.4,0,0,1,3.14,Low
macOS,136.3,1,1,24.3,1,0,4,3.94,Low
macOS,278.4,1,0,77.5,0,0,3,7.93,High
Windows,77.1,1,1,32.5,0,0,4,4.02,Medium
Windows,297.8,0,0,161.2,0,1,3,10.0,High
Windows,288.1,1,1,204.9,1,1,2,5.2,Medium
Linux,29.0,1,1,54.8,1,0,1,1.6,Low
macOS,66.1,0,1,150.3,1,1,4,6.31,Medium
Windows,105.5,1,1,2.8,1,0,1,2.86,Low
Windows,166.3,0,0,14.6,1,0,2,8.81,High
Windows,37.1,0,1,31.4,0,0,2,5.5,Medium
Windows,54.9,1,1,80.8,1,1,3,3.21,Low
Linux,51.6,1,1,68.5,1,0,2,2.99,Low
macOS,153.8,0,0,37.5,1,1,3,9.77,High
Windows,81.0,0,0,89.3,1,0,1,6.81,Medium
Linux,22.0,1,1,19.3,0,0,0,1.53,Low
Windows,20.7,1,1,14.3,1,0,1,0.53,Low
Linux,89.2,1,1,97.6,0,1,1,5.33,Medium
Windows,54.2,1,0,90.3,1,0,3,2.81,Low
macOS,112.8,0,1,80.8,0,0,2,7.27,High
Linux,180.6,0,0,51.0,1,0,3,10.0,High
Windows,96.6,1,1,58.6,0,0,1,4.19,Medium
macOS,159.4,1,1,59.0,0,1,1,6.85,Medium
Linux,87.8,1,0,10.1,1,1,1,4.57,Medium
Windows,17.9,1,1,14.7,1,0,0,0.68,Low
Windows,142.4,1,0,108.0,0,1,2,6.8,Medium
macOS,19.3,0,1,59.1,1,0,0,3.31,Low
Windows,51.1,1,1,17.8,1,0,2,1.23,Low
Windows,156.6,0,0,92.7,0,1,2,10.0,High
Windows,56.8,1,1,62.4,1,0,0,1.71,Low
macOS,100.4,1,0,19.4,1,1,0,3.47,Low
Windows,251.8,1,1,18.0,0,0,2,4.81,Medium
Windows,78.0,1,1,52.3,1,0,0,1.94,Low
macOS,51.4,0,1,54.8,0,1,1,6.89,Medium
Windows,41.2,1,0,7.4,1,0,0,2.03,Low
macOS,109.6,1,0,69.2,0,0,4,7.2,High
Windows,30.0,1,1,24.4,1,0,0,0.78,Low
Linux,155.4,0,1,58.6,0,1,1,9.01,High
macOS,61.7,1,1,60.4,1,1,1,3.0,Low
Windows,165.5,1,1,41.1,1,0,5,5.99,Medium
Linux,62.9,1,1,18.7,1,0,1,1.35,Low
Windows,105.9,1,1,23.1,1,0,1,2.91,Low
Windows,23.5,1,0,31.2,1,1,1,2.71,Low
Windows,72.4,0,1,104.2,1,0,3,4.95,Medium
macOS,78.4,0,1,37.8,1,0,0,4.73,Medium
Windows,217.5,0,0,239.9,0,1,1,10.0,High
Windows,104.0,0,0,30.8,1,0,1,7.57,High
Windows,116.6,1,1,29.6,0,0,2,4.17,Medium
Windows,248.2,0,1,72.2,0,1,2,9.7,High
Windows,111.4,1,0,19.4,1,0,1,3.49,Low
Windows,49.2,1,1,19.0,1,1,2,1.97,Low
Windows,79.1,0,0,31.1,0,1,5,10.0,High
Windows,489.6,1,0,112.2,1,0,2,5.3,Medium
macOS,26.4,0,1,1.8,1,0,2,3.91,Low
Windows,131.0,0,1,43.3,0,1,1,8.31,High
macOS,47.6,1,1,11.9,1,0,1,1.54,Low
Windows,239.9,0,1,76.1,1,1,1,7.25,High
Windows,99.2,1,1,28.3,1,0,2,3.05,Low
Windows,66.2,1,1,63.7,1,1,2,3.66,Low
Windows,84.5,1,0,51.6,0,1,1,5.9,Medium
Windows,34.3,1,0,96.2,1,1,5,3.03,Low
macOS,93.7,1,1,27.3,1,1,1,2.28,Low
Windows,114.1,0,1,28.2,0,0,3,8.35,High
Windows,35.2,0,0,14.5,0,1,1,9.15,High
macOS,81.2,0,1,30.1,1,1,1,4.6,Medium
Windows,165.1,0,1,53.1,1,0,2,7.17,High
Windows,53.2,0,0,24.2,1,0,1,6.42,Medium
Windows,249.3,1,0,90.3,0,0,9,8.16,High
Windows,82.6,1,1,72.1,0,0,0,3.65,Low
Windows,99.4,0,0,34.1,1,0,1,7.87,High
macOS,179.2,0,0,36.7,0,1,4,10.0,High
Linux,44.3,1,1,20.8,1,0,4,2.41,Low
Windows,15.9,1,0,23.5,0,0,0,3.51,Low
macOS,144.9,1,1,95.5,0,0,2,5.82,Medium
macOS,183.3,1,0,63.1,0,1,3,9.61,High
Windows,131.9,1,0,31.2,0,0,2,5.89,Medium
macOS,64.5,0,0,91.9,0,0,5,9.23,High
macOS,68.0,1,1,28.7,1,1,1,2.38,Low
Linux,111.0,1,1,15.2,1,0,2,2.32,Low
Linux,119.9,0,0,48.0,1,0,5,9.9,High
Windows,20.2,1,0,9.3,1,0,0,1.93,Low
Windows,123.1,0,0,105.7,1,1,0,8.59,High
Windows,87.4,0,0,48.2,0,1,1,10.0,High
Windows,203.4,1,1,68.2,0,0,1,5.93,Medium
Windows,56.5,1,1,16.9,1,0,1,1.85,Low
Linux,143.6,0,0,97.8,1,1,0,8.65,High
Windows,170.1,1,1,145.5,0,0,4,7.42,High
Windows,230.9,1,1,61.6,1,1,3,6.05,Medium
macOS,207.6,1,0,21.5,0,1,2,8.1,High
Windows,120.4,1,0,34.1,0,1,1,6.92,Medium
Windows,59.6,1,0,114.7,0,1,6,6.61,Medium
Linux,95.0,1,1,17.1,0,0,2,3.85,Low
Windows,197.6,0,0,250.5,1,1,4,10.0,High
Windows,282.5,0,0,182.7,0,1,3,10.0,High
Windows,169.6,0,1,28.7,0,0,0,7.3,High
Linux,192.7,1,1,22.7,0,1,2,7.04,High
Windows,51.8,1,0,69.1,1,0,2,2.93,Low
Windows,57.7,1,0,37.4,0,1,3,6.16,Medium
Windows,279.8,0,0,56.8,1,1,1,8.96,High
Windows,49.1,1,1,70.4,1,1,4,2.85,Low
Linux,208.3,0,0,19.4,1,1,1,9.11,High
Windows,133.1,1,1,28.9,0,0,1,3.85,Low
Linux,45.7,1,1,51.9,0,0,0,3.05,Low
Windows,267.9,0,1,84.6,1,0,2,6.55,Medium
Windows,164.7,0,1,75.7,1,1,2,6.71,Medium
Linux,41.9,1,1,195.8,1,1,0,3.01,Low
Windows,282.6,1,1,83.2,0,1,1,7.57,High
Windows,121.0,1,0,77.6,1,1,2,5.48,Medium
Linux,56.4,1,1,5.2,1,1,0,1.57,Low
Windows,69.9,1,1,17.2,1,1,0,1.9,Low
Windows,98.2,1,1,46.8,1,0,1,2.82,Low
Linux,106.4,0,1,28.1,1,0,0,4.89,Medium
Windows,109.0,0,1,77.4,1,0,0,5.12,Medium
Windows,136.6,0,0,74.8,0,0,8,10.0,High
Windows,49.3,0,0,43.8,1,0,0,6.54,Medium
Windows,43.8,1,1,23.8,1,0,2,0.93,Low
Windows,150.5,0,1,7.2,1,0,1,5.64,Medium
macOS,215.3,1,1,21.6,0,0,0,4.83,Medium
Windows,145.5,1,0,77.7,1,1,2,5.42,Medium
macOS,136.8,1,1,83.5,1,0,0,3.79,Low
Windows,81.9,1,0,58.7,0,1,3,6.71,Medium
Windows,58.1,1,0,75.9,0,0,1,3.79,Low
Windows,35.4,1,1,41.6,1,0,0,0.68,Low
macOS,337.7,0,1,87.6,0,0,0,7.29,High
Windows,24.3,0,1,32.4,1,1,1,3.84,Low
Windows,80.4,1,0,10.9,0,0,2,4.26,Medium
Linux,122.6,1,1,58.2,0,0,1,4.65,Medium
macOS,131.6,1,1,64.3,1,0,2,3.29,Low
Windows,67.4,1,1,27.5,1,1,2,2.29,Low
Linux,157.2,0,0,71.5,1,1,1,8.9,High
Windows,108.6,0,0,47.6,1,0,3,9.19,High
Windows,258.9,0,0,147.0,1,1,0,8.79,High
Windows,54.9,1,1,20.9,1,0,1,1.32,Low
Windows,85.2,1,1,3.9,1,0,1,1.92,Low
Windows,118.7,1,0,36.2,0,0,2,5.46,Medium
macOS,96.3,1,1,21.3,1,0,0,1.97,Low
Windows,122.9,0,1,151.8,0,0,3,8.86,High
macOS,97.2,1,1,12.5,1,0,0,1.56,Low
Linux,112.3,0,0,56.7,1,1,2,8.63,High
macOS,66.0,0,1,23.5,1,0,2,5.24,Medium
macOS,29.3,0,1,7.3,1,1,0,3.65,Low
macOS,107.5,0,1,37.3,1,0,3,6.39,Medium
Linux,107.7,1,0,6.0,1,0,3,4.64,Medium
Windows,35.8,1,1,27.0,1,1,0,1.34,Low
Windows,74.7,1,1,49.2,0,0,3,4.21,Medium
Windows,21.6,1,1,1.4,1,1,0,0.86,Low
Windows,107.1,1,1,123.8,1,1,0,3.28,Low
Windows,172.8,0,1,13.5,0,1,1,8.63,High
macOS,85.4,1,0,16.8,0,0,4,5.12,Medium
Windows,161.6,0,1,261.8,1,1,5,8.75,High
Linux,14.9,1,1,4.7,1,1,1,0.71,Low
Windows,284.0,1,0,99.3,1,0,3,6.54,Medium
Windows,59.2,1,1,59.9,1,1,0,2.51,Low
Windows,252.6,0,0,64.4,0,1,5,10.0,High
Windows,37.3,0,1,35.7,1,1,1,3.99,Low
Windows,99.3,0,0,106.6,1,1,4,9.86,High
Windows,71.3,1,0,143.1,0,1,4,6.81,Medium
Windows,48.8,1,0,41.1,1,1,1,3.07,Low
Windows,218.2,1,1,90.8,1,0,0,3.83,Low
Windows,39.6,1,1,3.3,1,0,1,1.49,Low
Windows,161.3,1,0,154.1,0,1,1,6.95,Medium
Windows,36.0,1,1,24.2,1,1,3,1.78,Low
Windows,93.3,0,0,184.1,0,1,3,10.0,High
Windows,426.4,0,1,135.8,0,1,3,10.0,High
Windows,115.7,0,0,27.7,0,0,3,10.0,High
Windows,62.8,1,1,29.7,1,1,1,2.86,Low
macOS,92.3,0,1,4.6,1,0,2,4.34,Medium
Linux,233.6,1,1,26.9,1,0,3,6.14,Medium
Linux,34.2,0,0,63.9,1,1,2,7.27,High
Windows,183.2,0,0,45.2,1,1,0,8.9,High
Windows,272.9,1,0,142.9,1,0,5,6.7,Medium
Windows,84.7,0,1,16.1,0,1,0,7.03,High
macOS,58.5,0,1,14.9,1,0,1,3.89,Low
macOS,192.9,0,0,43.0,0,0,0,9.53,High
macOS,38.8,0,1,43.8,1,1,1,4.15,Medium
Linux,31.2,1,1,89.5,1,0,0,0.84,Low
Windows,182.6,1,0,51.9,0,0,2,7.3,High
macOS,6.3,0,1,38.9,1,0,2,3.55,Low
macOS,56.1,1,1,24.3,1,0,1,1.44,Low
Windows,30.3,1,1,4.5,1,0,1,0.54,Low
Linux,82.6,0,1,126.7,1,1,1,5.25,Medium
Windows,65.7,1,0,101.6,1,1,5,3.68,Low
Linux,70.6,0,1,79.7,1,0,0,4.62,Medium
macOS,149.9,0,0,14.3,0,1,0,10.0,High
Windows,220.6,1,1,18.0,0,0,2,5.9,Medium
macOS,44.4,1,1,46.6,1,0,1,2.01,Low
Windows,20.8,0,1,23.7,1,1,1,4.12,Medium
macOS,137.7,0,0,15.4,1,1,4,10.0,High
macOS,32.5,0,0,35.8,1,0,2,6.32,Medium
macOS,81.1,1,0,34.0,1,1,2,3.41,Low
Linux,208.8,0,1,121.5,0,1,2,10.0,High
Windows,27.8,1,0,40.4,0,0,0,3.21,Low
Windows,277.3,1,0,43.1,1,0,0,4.76,Medium
Windows,146.1,0,0,193.0,0,1,3,10.0,High
Windows,84.4,0,1,125.7,0,1,1,8.26,High
Windows,61.1,1,1,69.4,1,1,3,3.43,Low
Windows,127.8,1,1,8.4,0,1,0,4.64,Medium
Windows,206.6,0,0,83.5,1,0,1,8.84,High
Windows,55.2,1,1,19.7,0,1,0,4.49,Medium
Linux,51.1,1,1,22.6,0,0,3,3.2,Low
